,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
510,,121505.0,,491,,Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 120/A tgl. 3 September 1949 tentang pencabutan Surat Keputusan No. 6755/C tgl. 27 November 1947 dan mengenai pemberantasan buta huruf.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Turunan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
511,,121505.0,,492,,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat  Keputusan No. 188/B tgl. 21 Oktober 1949 tentang permulaan dan akhir tahun pelajaran 1949/1950, liburan sekolah dan hari raya bagi sekolah-sekolah dalam tahun pelajaran 1949/1950, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
512,,121505.0,,493,,Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 428/A tgl. 24 November 1949 tentang Peraturan Penyelenggaraan Masyarakat Kementerian Pendidikan Pengajaran dan Kebudayaan.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
513,,121505.0,,494,,Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 423/A tgl. 24 November 1949 tentang Jawatan Pendidikan Masyarakat Pemberantasan Buta Huruf (PBH) dan kursus lanjutan PBH.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
514,,121505.0,,495,,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 32/Kebud tgl. 15 Desember 1949 tentang didirikannya Akademi Seni Rupa di kota Jogjakarta, disertai lampiran.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tindasan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
515,,121505.0,,496,,"Menteri Kemakmuran kepada Presiden: Surat tgl. 15 Oktober 1946 tentang Rencana Keputusan Menteri Kemakmuran mengenai Perguruan Tinggi Pertanian di Klaten dan Malang, disertai penjelasannya dan lampiran.",Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
516,,121505.0,,497,,Menteri Kemakmuran: Surat Keputusan No. 3034/T.O. tgl. 19 Mei 1948 tentang penggabungan SPM Malang dan SPM Madiun di bawah pimpinan Kepala SPM Madiun.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
517,,121505.0,,498,,"Menteri Kemakmuran: Surat Keputusan No. 7253/T.O. tgl. 28 Oktober 1948 tentang kelas peralihan di sekolah-sekolah pertanian, disertai penjelasannya.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
518,,121505.0,,499,,Menteri Kemakmuran: Surat Keputusan No. 8058/T.O. tgl. 29 November 1948 tentang tidak berlakunya ayat 2 pasal 7 Peraturan Kelas Peralihan di sekolah-sekolah pertanian bagi guru tetap yang sejak bulan Juni 1948-September 1948 (bulan penutupan sekolah peralihan) sudah memberikan pelajaran pada kelas peralihan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
519,,121505.0,,500,,Menteri Agama: Surat-surat Keputusan No. 1259/P-5 dan No. A.558/P.5 tgl. 6 Desember 1946 dan 4 Oktober 1947 tentang hari raya.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Salinan, stensilan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
520,,121505.0,,501,,Kementerian Agama: Surat Keputusan No. 546/A/P.5 tgl. 9 September 1948 tentang hari raya untuk tahun 1949.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
521,,121505.0,,502,,Menteri Kesehatan: Surat Keputusan No. 25/Peg/J tgl. 12 Juli 1948 tentang penggantian ijazah Jepang dengan ijazah Republik Indonesia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
522,,121505.0,,503,,"Menteri Pertahanan: Surat Keputusan No. 6/A.P/1949 tgl. 22 Juli 1949 tentang pemisahan Akademi Militer Tehnis Administrasi dan Organisatoris dari Bagian Pendidikan dan Latihan, Staf Tata Usaha Kementerian Pertahanan menjadi langsung di bawah pengawasan Kepala Staf Angkatan Perang.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
523,,121505.0,,504,,"Menteri Agama: Instruksi No. 3/1947 tgl. 8 Maret 1947 tentang pemeriksaan calon Guru Agama Islam untuk Sekolah Rakyat Negeri, disertai penjelasannya dan surat pengantar.",Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
524,,121505.0,,505,,Panitia Pembentuk Akademi Ilmu Politik: Surat Edaran tgl. 15 Desember 1947 tentang pendirian Akademi Ilmu Politik.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
525,,121505.0,,506,,Telegram-telegram tgl. 16 Juni 1948-16 Agustus 1948 tentang masalah pendidikan dan kebudayan.,Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tembusan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
526,,121505.0,,507,,Setneg kepada Sekdelindon: Telegram No. 1388/K-48 tgl. 27 Oktober 1947 tentang permohonan kehadiran Soetan Sjahrir pada acara Pembukaan Tugu Peringatan 25 Tahun Perguruan Diniyah Putri.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
527,,121505.0,,508,,"Ketua Pusat Tenaga Pelukis Indonesia di Jogjakarta kepada Presiden: Surat, tgl. 8 Oktober 1949 tentang permohonan agar Presiden mau menjadi anggota penyokong (donatur) dari usaha Eksposisi Tetap Seni Rupa, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
528,,121505.0,,509,,Panitia Kongres Antar Indonesia kepada Setneg: Surat tgl. 22 Oktober 1949 tentang penyelenggaraan Kongres Pendidikan antar Indonesia.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
529,,121505.0,,511,,Kementerian Pendidikan Pengajaran dan Kebudayaan kepada semua Kementerian dan Jabatan yang berdiri sendiri: Surat tgl. 24 November 1949 tentang pemberian Surat Tanda Tamat Belajar SR IV tahun pelajaran 1948/1949 dalam bulan Desember 1949,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
530,,121505.0,,512,,P.B. PGRI (Pengurus Besar Persatuan Guru Republik Indonesia) kepada Perdana Menteri RIS: Surat tgl. 17 Desember 1947 tentang usul sebagai Menteri Pendidikan Pengajaran dan Kebudayaan.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,,,,,Sekretariat Negara,,,id
531,,121505.0,,513,,"Markas Komando Jawa Staf Terr/Jawa kepada Menteri Pendidikan Pengajaran dan Kebudayaan, Menteri Pertahanan dan Menteri Keuangan: Surat tgl. 22 Desember 1949 tentang Rancangan Peraturan Pemerintah mengenai penghargaan Pemerintah kepada pelajar yang berbakti.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tembusan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
532,121506.0,121500.0,,0,,F. ADMINISTRASI PEGAWAI,File,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
533,,121506.0,,514,,Undang-undang tahun 1945 tentang sumpah Pegawai Negara Republik Indonesia.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,,,,,Sekretariat Negara,,,id
534,,121506.0,,515,,"Undang-undang tanpa nomor tahun 1945 tentang sumpah, pendirian dan sikap pegawai negeri.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,,,,,Sekretariat Negara,,,id
535,,121506.0,,516,,Dewan Kementerian: Undang-undang tgl. 10 September 1945 tentang disiplin dan kesetiaan pegawai RI terhadap pemerintah RI.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
536,,121506.0,,517,,"Badan Pekerja Komite Nasional Pusat kepada Presiden: Surat tgl. 23 September 1947 tentang disetujuinya Rancangan Undang-undang Kerja tahun 1947, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
537,,121506.0,,518,,Undang-undang No. 23 tgl. 23 Juli 1948 tentang pengawasan perburuhan tahun 1948.,Item,11 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, stensilan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
538,,121506.0,,519,,"Pemerintah RI Jogjakarta: Peraturan No. 7 tahun 1946 tgl. 1 Agustus 1946 tentang pemberian pangkat Militer Tituler kepada Ketua, Wakil Ketua dan anggota-anggota Mahkamah Tentara Agung, Jaksa Tentara dan Panitera Mahkamah Tentara.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, salinan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
539,,121506.0,,520,,"Pemerintah RI Jogjakarta: Peraturan No. 13 tgl. 29 Mei 1946 tentang peraturan perjalanan dinas, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
540,,121506.0,,521,,Pemerintah RI Jogjakarta: Peraturan No. 16 tgl. 14 Juni 1947 tentang instruksi untuk walikota.,Item,10 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
541,,121506.0,,522,,"Peraturan RI Jogjakarta: Peraturan No. 17 tgl. 1, 25 Juli 1947 tentang penyelenggaraan rumah negeri untuk para Menteri RI.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, salinan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
542,,121506.0,,523,,"Pemerintah RI Jogjakarta: Peraturan No. 19 tgl. 25 Juli 1947 tentang penambahan pada Peraturan Pemerintah No. 10 tahun 1947 mengenai sumpah jabatan untuk Hakim, Jaksa dan Panitera Pengganti pada pengadilan negeri.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
543,,121506.0,,524,,Wakil Sekretaris Negara kepada Ketua Badan Pekerja Komite Nasional Pusat: Surat tgl. 26 Agustus 1947 tentang permohonan disetujuinya Peraturan Pemerintah No. 21 tahun 1947 oleh BP Komite Nasional Pusat.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,,,,,Sekretariat Negara,,,id
544,,121506.0,,525,,"Peraturan Pemerintah No. 21 tahun 1947 tgl. 27 Juli 1947 tentang kementerian yang dianggap perlu mempunyai wakil di daerah luar Jawa, Presiden dapat mengangkat seorang komisaris negara untuk urusan kementerian tersebut.",Item,10 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
545,,121506.0,,526,,Pemerintah RI Jogjakarta: Peraturan No. 24 tgl. 4 September 1947 tentang peraturan sumpah jabatan Pegawai Polisi dan Peraturan No. 1 tgl. 19 Januari 1948 tentang penundaan berlakunya pasal 6 Osamu Seirei No. 7 tahun 1944 yaitu mengenai lamanya jabatan Kepala Desa.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, duplikat",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
546,,121506.0,,527,,"Pemerintah RI Jogjakarta: Peraturan No. S.3 tgl. 5 Februari 1948 tentang peraturan sumpah jabatan Hakim, Jaksa, Panitera serta Panitera Pengganti pada Pengadilan dan Pengadilan Tentara.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, duplikat",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
547,,121506.0,,528,,"Pemerintah RI Jogjakarta: Peraturan No. S.4 tgl. 7 Februari 1948 tentang pemberian pangkat Militer Tituler kepada Hakim, Jaksa serta Panitera pada Pengadilan Tentara yang bukan Opsir Tentara.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, duplikat",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
548,,121506.0,,529,,"Pemerintah RI Jogjakarta: Peraturan No. 9 tgl. 20 April 1948 tentang pelaksanaan aturan-aturan dalam Undang-undang Kerja tahun 1948, disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, salinan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
549,,121506.0,,530,,"Pemerintah RI Jogjakarta: Peraturan No. 9 tgl. 29 Mei 1948 tentang sumpah jabatan Pegawai Negeri dan anggota Angkatan Perang, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, salinan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
550,,121506.0,,531,,Pemerintah RI Jogjakarta: Peraturan No. 11 tgl. 30 Mei 1948 tentang Kantor Urusan Pegawai Negeri.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
551,,121506.0,,532,,"Pemerintah RI Jogjakarta: Peraturan No. 22 tgl. 16 September 1948 tentang peraturan penghargaan pengalaman bekerja, disertai penjelasannya.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
552,,121506.0,,533,,Pemerintah RI Jogjakarta: Peraturan No. 35 tgl. 29 September 1948 tentang perjalanan dinas menteri.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
553,,121506.0,,534,,"Pemerintah RI Jogjakarta: Peraturan No. 45 tgl. 9 Oktober 1948 tentang pemberian pangkat Militer Tituler kepada Hakim yang bukan Opsir Tentara, Jaksa serta Panitera pada pengadilan atau kejaksaan dalam lingkungan Peradilan Ketentaraan.",Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, salinan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
554,,121506.0,,535,,Pemerintah RI Jogjakarta: Penetapan No. 4A/S.D tgl. 6 Februari 1946 tentang pengangkatan pejabat di lingkungan Angkatan Laut Indonesia.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
555,,121506.0,,536,,Pemerintah RI Jogjakarta: Penetapan No. 4.B/S.D tgl. 23 Februari 1946 tentang pembentukan dan pengangkatan Anggota Panitia besar Penyelenggara Organisasi Tentara.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
556,,121506.0,,537,,"Pemerintah RI Jogjakarta: Penetapan No. 6/S.D tgl. 9 April 1946 tentang: 1. pembentukan Angkatan Udara (AU), 2. pembentukan susunan AU, 3. pengangkatan Pimpinan Tertinggi Tentara RI AU, 4. pengangkatan R. Soeriadi Soedarma sebagai Kepala Staf Tentara RI AU dengan pangkat Komodore, 5. pengangkatan R. Soekarnen Martokoesoemo sebagai Wakil Kepala Staf Tentara RI AU dengan pangkat Komodore Udara, 6. pengangkatan Hadi Soetjipto sebagai Wakil Kepala Kedua Staf RI AU dengan pangkat Komodore Udara.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
557,,121506.0,,538,,"Pemerintah RI Jogjakarta: Penetapan No. 9/S.D tgl. 27 April 1946 tentang: 1. pengangkatan Mr. Raden Panji Noto Soebagio sebagai Ketua Muda Mahkamah Agung merangkap Ketua Pengadilan Tinggi di Jakarta, pengangkatan Mr. Raden Satochid Kartanegara dan Mr. Mas Hoessein Tirtamidjaja sebagai Hakim Agung, anggota Mahkamah Agung, 2. penunjukan ibukota Jakarta sebagai tempat kedudukan Mahkamah Agung.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
558,,121506.0,,539,,Pemerintah RI Jogjakarta: Penetapan No. 16/S.D tgl. 15 Juli 1946 tentang perubahan sementara bentuk dan susunan Pemerintah di Daerah Istimewa Surakarta dan Jogjakarta dan penghapusan Jabatan Komisaris Tinggi untuk Daerah Istimewa Surakarta dan Jogjakarta dan penghapusan Wakil Pemerintahan Pusat di Daerah Surakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
559,,121506.0,,540,,Pemerintah RI Jogjakarta: Penetapan No. 17/S.D tgl. 9 Agustus  1946 tentan penyerahan Pimpinan Polisi Negara di Daerah Istimewa Jogjakarta kepada S.P. Sultan Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
560,,121506.0,,541,,Pemerintah RI Jogjakarta: Penetapan No. 18/S.D tgl. 3 September 1946 tentang pembubaran Panitia Besar Penyelenggara Susunan Tentara.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
561,,121506.0,,542,,Pemerintah RI Jogjakarta: Penetapan No. 19/S.D tgl. 25 September 1946 tentang Kepala Daerah (Gubernur dan Residen) sebagai pemegang Pimpinan Kepolisian di dalam daerahnya masing-masing.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
562,,121506.0,,543,,Pemerintah RI Jogjakarta: Penetapan No. 19B/S.D tgl. 25 September 1946 tentang penyerahan pengawasan atas enclave Kesunanan di sekitar Pasarean Pasar-Gede dan Himogiri serta atas enclave Mangkunegaran di Ngawen kepada Kepala Daerah Istimewa Jogjakarta (S.P. Sultan).,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
563,,121506.0,,544,,Pemerintah RI Jogjakarta: Penetapan No. 20/S.D tgl. 28 September 1946 tentang pengangkatan Amir Hoesin Almoedjahid menjadi Jenderal-Mayor Kehormatan pada Tentara Republik Indonesia.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
564,,121506.0,,545,,Pemerintah RI Jogjakarta: Penetapan No. 21/S.D tgl. 22 Oktober 1946 tentang perintah untuk sementara kembali ke Surakarta menjalankan pekerjaannya kepada Residen Surakarta (Mr. Iskak Tjokroadisurjo) dan Wakil Residen Surakarta (R. Soediro).,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
565,,121506.0,,546,,Pemerintah RI Jogjakarta: Penetapan No. 1/O.P tgl. 14 Mei 1947 tentang pengangkatan Teuku Moch. Daoet Sjah menjadi Jenderal Mayor Kehormatan pada Tentara Republik Indonesia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
566,,121506.0,,547,,"Pemerintah RI Jogjakarta: Penetapan No. 2 tgl. 8 Juli 1947 tentang penghapusan Jabatan Gubernur Propinsi-propinsi Kalimantan, Sulawesi, Maluku dan Sunda Kecil.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikasi,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
567,,121506.0,,548,,"Presiden RI: Penetapan No. 2 dan No. 3 tgl. 26 Juni 1946 tentang pengangkatan M. Nazir menjadi Pemimpin Utama Angkatan Laut RI dan pengangkatan Panglima Besar menjadi Pemimpin Tentara Darat, Laut dan Udara.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
568,,121506.0,,549,,Presiden RI: Penetapan No. Pol. 3/51/5 tgl. 17 Agustus 1946 tentang pengangkatan beberapa orang Maha Guru.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
569,,121506.0,,550,,Presiden RI: Penetapan tgl. 13 Januari 1947 tentang pengangkatan Kapten Rachmat Moeljowiseno menjadi Mayor III Tentara Republik Indonesia.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
570,,121506.0,,551,,Presiden RI: Penetapan tgl. 25 Juni 1947 tentang pemberian pangkat militer kepada Pegawai-pegawai Kementerian Pertahanan Jawatan Rahasia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
571,,121506.0,,552,,Presiden RI: Penetapan No. 8 tgl. 30 Juni 1947 tentang pengangkatan Soetan Sjahrir sebagai Penasehat Presiden.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
572,,121506.0,,553,,Presiden RI: Penetapan tgl. 25 Juli 1947 tentang kenaikan pangkat Pegawai-pegawai Kementerian Pertahanan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
573,,121506.0,,554,,"Presiden RI: Penetapan-penetapan tgl. 25 Juni, 28 Juli 1947 tentang pengangkatan Anggota-anggota Staf Gabungan Angkatan Perang.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, asli",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
